Station,Lat,Lon,Divisions,Year,Count,Type
Muine Bheag,52.7013,-6.9574,Kilkenny/Carlow,2003,34,Theft
Mullagh,53.8111,-6.9432,Cavan/Monaghan,2003,15,Theft
Mullinahone,52.5102,-7.5056,Tipperary,2003,4,Theft
Mullinavat,52.3664,-7.1721,Kilkenny/Carlow,2003,11,Theft
Mullingar,53.5257,-7.346,Westmeath,2003,437,Theft
Multyfarnham,53.6242,-7.3923,Westmeath,2003,12,Theft
Murroe,52.6497,-8.3992,Limerick,2003,2,Theft
Myshall,52.6875,-6.7784,Kilkenny/Carlow,2003,0,Theft
Na Cealla Beaga,54.6366,-8.4444,Donegal,2003,28,Theft
Na Gleannta,54.7955,-8.281,Donegal,2003,13,Theft
Naas,53.2107,-6.666,Kildare,2003,624,Theft
Navan,53.6545,-6.6904,Meath,2003,352,Theft
Nenagh,52.8643,-8.1996,Tipperary,2003,129,Theft
New Ross,52.3876,-6.9508,Wexford,2003,118,Theft
Newbridge,53.1814,-6.7955,Kildare,2003,251,Theft
Newcastle West,52.4537,-9.0624,Limerick,2003,94,Theft
Newmarket,52.2146,-8.997,Cork West,2003,18,Theft
Newmarket on Fergus,52.7632,-8.8991,Clare,2003,26,Theft
Newport Co Mayo,53.8902,-9.5467,Mayo,2003,12,Theft
Newport Co Tipperary,52.7107,-8.4063,Tipperary,2003,21,Theft
Newtowncunningham,54.9976,-7.5078,Donegal,2003,21,Theft
Newtownmountkennedy,53.0969,-6.1094,Wicklow,2003,55,Theft
Nobber,53.821000000000005,-6.7466,Meath,2003,12,Theft
Oldcastle,53.7693,-7.1619,Meath,2003,43,Theft
Omeath,54.0865,-6.2563,Louth,2003,26,Theft
Oola,52.53,-8.2597,Limerick,2003,7,Theft
Oughterard,53.4274,-9.3245,Galway,2003,22,Theft
Oulart,52.5033,-6.3913,Wexford,2003,14,Theft
Oylegate,52.4241,-6.5296,Wexford,2003,5,Theft
Pallasgreen,52.5687,-8.3382,Limerick,2003,10,Theft
Pallaskenry,52.6405,-8.8665,Limerick,2003,24,Theft
Partry,53.6987,-9.2796,Mayo,2003,9,Theft
Passage East,52.2392,-6.9728,Waterford,2003,5,Theft
Passage West,51.8652,-8.3317,Cork City,2003,37,Theft
Patrickswell,52.5958,-8.7129,Limerick,2003,22,Theft
Pearse Street,53.3457,-6.2563,D.M.R. South Central,2003,5301,Theft
Pettigo,54.5482,-7.8349,Donegal,2003,3,Theft
Piltown,52.3498,-7.3255,Kilkenny/Carlow,2003,5,Theft
Portarlington,53.1592,-7.1878,Laois/Offaly,2003,67,Theft
Portlaoise,53.0317,-7.3031,Laois/Offaly,2003,487,Theft
Portlaw,52.2863,-7.3176,Waterford,2003,9,Theft
Portmagee,51.8852,-10.3618,Kerry,2003,4,Theft
Portroe,52.8819,-8.3537,Tipperary,2003,9,Theft
Portumna,53.09,-8.2204,Galway,2003,53,Theft
Raheny,53.379,-6.178,D.M.R. Northern,2003,389,Theft
Ramelton,55.0367,-7.6507,Donegal,2003,10,Theft
Raphoe,54.8744,-7.5944,Donegal,2003,35,Theft
Rathangan,53.2221,-6.9975,Kildare,2003,30,Theft
Rathcoole,53.2818,-6.4647,D.M.R. Western,2003,236,Theft
Rathcormac Co Cork,52.0761,-8.2843,Cork North,2003,19,Theft
Rathdowney,52.8567,-7.5978,Laois/Offaly,2003,22,Theft
Rathdrum,52.931000000000004,-6.2265,Wicklow,2003,86,Theft
Rathfarnham,53.2974,-6.2881,D.M.R. Southern,2003,883,Theft
Rathgormack,52.3075,-7.5038,Waterford,2003,1,Theft
Rathkeale,52.5234,-8.939,Limerick,2003,21,Theft
Rathmines,53.3213,-6.267,D.M.R. Southern,2003,832,Theft
Rathmore Co Kerry,52.0843,-9.2142,Kerry,2003,20,Theft
Rathmullen,55.0958,-7.5326,Donegal,2003,4,Theft
Rathvilly,52.8804,-6.6954,Kilkenny/Carlow,2003,15,Theft
Rhode,53.3511,-7.1948,Laois/Offaly,2003,20,Theft
Riverstown,54.1296,-8.4,Sligo/Leitrim,2003,11,Theft
Robertstown,53.2702,-6.8164,Kildare,2003,33,Theft
Rochfortbridge,53.4133,-7.3018,Westmeath,2003,26,Theft
Rockcorry,54.1202,-7.0094,Cavan/Monaghan,2003,2,Theft
Ronanstown,53.3379,-6.406000000000001,D.M.R. Western,2003,938,Theft
Roosky,53.8329,-7.9228,Roscommon/Longford,2003,15,Theft
Ros Muc,53.3864,-9.6099,Galway,2003,2,Theft
Roscommon,53.6298,-8.1936,Roscommon/Longford,2003,137,Theft
Roscrea,52.9562,-7.7988,Tipperary,2003,106,Theft
Rosscarbery,51.5776,-9.0315,Cork West,2003,8,Theft
Rosses Point,54.3054,-8.5465,Sligo/Leitrim,2003,15,Theft
Rosslare Harbour,52.2487,-6.3341,Wexford,2003,38,Theft
Rosslare Strand,52.2696,-6.3848,Wexford,2003,33,Theft
Roundwood,53.063,-6.2247,Wicklow,2003,39,Theft
Roxboro Road,52.6508,-8.615,Limerick,2003,1018,Theft
Santry,53.3897,-6.2516,D.M.R. Northern,2003,891,Theft
Scariff,52.9068,-8.5348,Clare,2003,20,Theft
Schull,51.5287,-9.5414,Cork West,2003,37,Theft
Scotstown,54.2803,-7.0636,Cavan/Monaghan,2003,8,Theft
Shankill,53.2335,-6.121,D.M.R. Eastern,2003,264,Theft
Shannon,52.7079,-8.8772,Clare,2003,192,Theft
Shercock,53.9922,-6.9008,Cavan/Monaghan,2003,10,Theft
Shevry,52.6869,-8.0471,Tipperary,2003,6,Theft
Shillelagh,52.7546,-6.5375,Wicklow,2003,19,Theft
Shinrone,52.9847,-7.9341,Laois/Offaly,2003,11,Theft
Shrule,53.5199,-9.0876,Mayo,2003,2,Theft
Sixmilebridge,52.7401,-8.7779,Clare,2003,28,Theft
Skerries,53.5796,-6.107,D.M.R. Northern,2003,75,Theft
Skibbereen,51.5486,-9.2641,Cork West,2003,54,Theft
Skreen,54.2446,-8.7204,Sligo/Leitrim,2003,4,Theft
Slane,53.7097,-6.5475,Meath,2003,27,Theft
Sligo,54.2693,-8.4713,Sligo/Leitrim,2003,685,Theft
Smear,53.8606,-7.6017,Roscommon/Longford,2003,8,Theft
Sneem,51.8389,-9.904,Kerry,2003,11,Theft
Sraith Salach,53.4653,-9.7214,Galway,2003,1,Theft
Stoneyford,52.5364,-7.2286,Kilkenny/Carlow,2003,5,Theft
Store Street,53.3505,-6.2522,D.M.R. North Central,2003,5273,Theft
Stradbally Co Laois,53.0177,-7.1516,Laois/Offaly,2003,20,Theft
Strokestown,53.7808,-8.1038,Roscommon/Longford,2003,9,Theft
Stuake,51.9905,-8.7604,Cork West,2003,5,Theft
Summerhill,53.482,-6.7334,Meath,2003,25,Theft
Sundrive Road,53.3302,-6.2987,D.M.R. Southern,2003,596,Theft
Swanlinbar,54.1961,-7.7038,Cavan/Monaghan,2003,4,Theft
Swinford,53.9406,-8.9522,Mayo,2003,20,Theft
Swords,53.456,-6.2211,D.M.R. Northern,2003,758,Theft
Taghmon,52.321999999999996,-6.6517,Wexford,2003,13,Theft
Tallaght,53.2868,-6.3678,D.M.R. Southern,2003,1802,Theft
Tallow,52.0937,-8.0073,Waterford,2003,10,Theft
Tarbert,52.5727,-9.3754,Kerry,2003,8,Theft
Tarelton,51.8385,-8.9929,Cork West,2003,5,Theft
Taughmaconnell,53.4032,-8.141,Roscommon/Longford,2003,2,Theft
Templederry,52.7741,-8.075,Tipperary,2003,2,Theft
Templemore,52.7966,-7.8351,Tipperary,2003,56,Theft
Templetuohy,52.7903,-7.7201,Tipperary,2003,10,Theft
Terenure,53.3098,-6.287999999999999,D.M.R. Southern,2003,479,Theft
Thomastown,52.528999999999996,-7.14,Kilkenny/Carlow,2003,21,Theft
Thurles,52.6757,-7.8119,Tipperary,2003,206,Theft
Timoleague,51.6427,-8.7663,Cork West,2003,7,Theft
Tinahely,52.7967,-6.4693,Wicklow,2003,12,Theft
Tipperary,52.4761,-8.1629,Tipperary,2003,96,Theft
Togher,51.8764,-8.4863,Cork City,2003,297,Theft
Toomevara,52.8497,-8.0365,Tipperary,2003,11,Theft
Tralee,52.2695,-9.7088,Kerry,2003,518,Theft
Tramore,52.1615,-7.1534,Waterford,2003,155,Theft
Trim,53.5531,-6.7893,Meath,2003,98,Theft
Tuam,53.5157,-8.8559,Galway,2003,136,Theft
Tubbercurry,54.0516,-8.7343,Sligo/Leitrim,2003,18,Theft
Tulla,52.8654,-8.7548,Clare,2003,12,Theft
Tullamore,53.2761,-7.4949,Laois/Offaly,2003,342,Theft
Tullow,52.8038,-6.7334,Kilkenny/Carlow,2003,65,Theft
Tulsk,53.7774,-8.2518,Roscommon/Longford,2003,2,Theft
Urlingford,52.7221,-7.5798,Kilkenny/Carlow,2003,21,Theft
Virginia,53.8344,-7.0819,Cavan/Monaghan,2003,27,Theft
Watercourse Road,51.9071,-8.4745,Cork City,2003,554,Theft
Waterford,52.2602,-7.1137,Waterford,2003,1324,Theft
Watergrasshill,52.0134,-8.342,Cork North,2003,26,Theft
Westport,53.7991,-9.5194,Mayo,2003,72,Theft
Wexford,52.3355,-6.462000000000001,Wexford,2003,493,Theft
Whitegate,51.8271,-8.2278,Cork North,2003,6,Theft
Wicklow,52.9814,-6.0426,Wicklow,2003,250,Theft
Williamstown,53.6771,-8.5784,Galway,2003,4,Theft
Woodford,53.0476,-8.4001,Galway,2003,8,Theft
Youghal,51.9481,-7.8428,Cork North,2003,124,Theft
Abbeyfeale,52.3873,-9.29,Limerick,2004,15,Theft
Abbeyleix,52.9127,-7.3438,Laois/Offaly,2004,46,Theft
Adare,52.5639,-8.7921,Limerick,2004,11,Theft
Aglish,52.0716,-7.8221,Waterford,2004,7,Theft
Ahascragh,53.3957,-8.3306,Galway,2004,4,Theft
Ailt an Chorrain,54.9849,-8.4386,Donegal,2004,7,Theft
An Bun Beag,55.0656,-8.2895,Donegal,2004,16,Theft
An Charraig,54.6579,-8.6331,Donegal,2004,5,Theft
An Cheathru Rua,53.2645,-9.6005,Galway,2004,12,Theft
An Clochan Liath,54.9516,-8.3613,Donegal,2004,12,Theft
An Coirean,51.8311,-10.1742,Kerry,2004,6,Theft
An Craoslach,55.1253,-7.9126,Donegal,2004,8,Theft
An Fál Carrach,55.137,-8.102,Donegal,2004,20,Theft
An Maim,53.5107,-9.5649,Galway,2004,8,Theft
An Rinn,52.0484,-7.5931,Waterford,2004,8,Theft
An Spideal,53.2454,-9.3056,Galway,2004,20,Theft
Anglesea Street,51.8958,-8.465,Cork City,2004,1408,Theft
Annascaul,52.1524,-10.0525,Kerry,2004,3,Theft
Aran Mor,53.2721,-8.9319,Galway,2004,194,Theft
Ard An Rátha,54.7645,-8.4095,Donegal,2004,10,Theft
Ardee,53.8549,-6.5411,Louth,2004,42,Theft
Ardfert,52.3235,-9.7789,Kerry,2004,13,Theft
Ardfinnan,52.3118,-7.8783,Tipperary,2004,5,Theft
Ardmore,51.951,-7.7282,Waterford,2004,15,Theft
Ardnacrusha,52.7077,-8.6131,Limerick,2004,55,Theft
Ardrahan,53.1566,-8.8065,Galway,2004,8,Theft
Arklow,52.7963,-6.1546,Wicklow,2004,215,Theft
Arles,52.891000000000005,-7.0189,Laois/Offaly,2004,15,Theft
Arva,53.9254,-7.5838,Cavan/Monaghan,2004,9,Theft
Ashbourne,53.5114,-6.397,Meath,2004,203,Theft
Ashford,53.0139,-6.1073,Wicklow,2004,71,Theft
Askeaton,52.6006,-8.9712,Limerick,2004,21,Theft
Athea,52.4599,-9.2875,Limerick,2004,4,Theft
Athenry,53.2997,-8.7497,Galway,2004,32,Theft
Athleague,53.5687,-8.2524,Roscommon/Longford,2004,7,Theft
Athlone,53.4233,-7.9447,Westmeath,2004,428,Theft
Athy,52.9902,-6.9882,Kildare,2004,178,Theft
Aughrim,52.856,-6.3268,Wicklow,2004,20,Theft
Avoca,52.8588,-6.2129,Wicklow,2004,16,Theft
Baile Atha Bui,53.6236,-6.9159,Meath,2004,33,Theft
Baile an Fheirtéaraigh,52.1659,-10.4062,Kerry,2004,0,Theft
Baile Bhuirne,51.9458,-9.1692,Cork West,2004,5,Theft
Bailieboro,53.9152,-6.9696,Cavan/Monaghan,2004,35,Theft
Balbriggan,53.6143,-6.1912,D.M.R. Northern,2004,147,Theft
Balla,53.8019,-9.1299,Mayo,2004,14,Theft
Ballaghderreen,53.8999,-8.5846,Roscommon/Longford,2004,15,Theft
Ballina,54.1129,-9.1604,Mayo,2004,153,Theft
Ballinagh,53.9311,-7.4096,Cavan/Monaghan,2004,11,Theft
Ballinamore,54.0546,-7.797000000000001,Sligo/Leitrim,2004,9,Theft
Ballinasloe,53.3284,-8.2236,Galway,2004,118,Theft
Ballincollig,51.8882,-8.5903,Cork City,2004,115,Theft
Ballindine,53.6696,-8.9577,Mayo,2004,7,Theft
Ballineen,51.7359,-8.9489,Cork West,2004,9,Theft
Ballingarry,52.4721,-8.8628,Limerick,2004,13,Theft
Ballingarry North,53.0184,-8.0305,Tipperary,2004,1,Theft
Ballingarry South,52.586000000000006,-7.541,Tipperary,2004,12,Theft
Ballinhassig,51.8041,-8.5705,Cork West,2004,20,Theft
Ballinlough,53.7408,-8.6358,Roscommon/Longford,2004,8,Theft
Ballinrobe,53.6246,-9.2262,Mayo,2004,37,Theft
Ballintra,54.5778,-8.1254,Donegal,2004,32,Theft
Ballivor,53.5327,-6.9672,Meath,2004,29,Theft
Ballon,52.7432,-6.7722,Kilkenny/Carlow,2004,15,Theft
Ballybay,54.1289,-6.9048,Cavan/Monaghan,2004,23,Theft
Ballybofey,54.7996,-7.781000000000001,Donegal,2004,111,Theft
Ballybunion,52.5113,-9.6702,Kerry,2004,30,Theft
Ballyconnell,54.119,-7.5802,Cavan/Monaghan,2004,23,Theft
Ballycotton,51.8303,-8.0131,Cork North,2004,11,Theft
Ballycroy,54.0258,-9.8259,Mayo,2004,0,Theft
Ballycullane,52.2789,-6.8392,Wexford,2004,7,Theft
Ballydehob,51.5591,-9.4608,Cork West,2004,2,Theft
Ballydesmond,52.1782,-9.231,Cork West,2004,10,Theft
Ballyduff,52.4559,-9.6631,Kerry,2004,2,Theft
Ballyfermot,53.3448,-6.358,D.M.R. Western,2004,538,Theft
Ballygar,53.5219,-8.3284,Galway,2004,12,Theft
Ballyhale,52.4683,-7.2015,Kilkenny/Carlow,2004,9,Theft
Ballyhaunis,53.763999999999996,-8.7674,Mayo,2004,22,Theft
Ballyheigue,52.3892,-9.8275,Kerry,2004,4,Theft
Ballyjamesduff,53.8631,-7.2088,Cavan/Monaghan,2004,17,Theft
Ballylanders,52.3707,-8.3455,Limerick,2004,13,Theft
Ballylinan,52.943000000000005,-7.0432,Laois/Offaly,2004,25,Theft
Ballymacarberry,52.2672,-7.7177,Waterford,2004,7,Theft
Ballymahon,53.5613,-7.7608,Roscommon/Longford,2004,34,Theft
Ballymore,53.4911,-7.6817,Westmeath,2004,8,Theft
Ballymote,54.0874,-8.5152,Sligo/Leitrim,2004,19,Theft
Ballymun,53.3945,-6.2637,D.M.R. Northern,2004,431,Theft
Ballynacargy,53.5863,-7.5349,Westmeath,2004,12,Theft
Ballyneety,52.5973,-8.5489,Limerick,2004,33,Theft
Ballynoe,52.0602,-8.0993,Cork North,2004,5,Theft
Ballyporeen,52.2702,-8.0977,Tipperary,2004,7,Theft
Ballyshannon,54.4987,-8.2048,Donegal,2004,37,Theft
Ballyvaughan,53.1162,-9.1471,Clare,2004,11,Theft
Baltimore,51.4835,-9.3723,Cork West,2004,5,Theft
Baltinglass,52.93899999999999,-6.7098,Wicklow,2004,86,Theft
Banagher,53.1905,-7.9859,Laois/Offaly,2004,16,Theft
Bandon,51.7451,-8.7399,Cork West,2004,107,Theft
Bangor Erris,54.144,-9.7471,Mayo,2004,9,Theft
Bansha,52.4493,-8.0656,Tipperary,2004,7,Theft
Bantry,51.6803,-9.4552,Cork West,2004,46,Theft
Barnaderg,53.4805,-8.7225,Galway,2004,11,Theft
Barraduff,52.0598,-9.3409,Kerry,2004,3,Theft
Beal an Mhuirthead,54.2217,-9.9856,Mayo,2004,15,Theft
Beal Atha an Ghaorthaidh,51.8519,-9.229,Cork West,2004,7,Theft
Belturbet,54.1012,-7.4426,Cavan/Monaghan,2004,25,Theft
Bennettsbridge,52.5903,-7.1832,Kilkenny/Carlow,2004,9,Theft
Birr,53.096000000000004,-7.9115,Laois/Offaly,2004,97,Theft
Bishopstown,51.8807,-8.5146,Cork City,2004,285,Theft
Blacklion,54.2915,-7.8762,Cavan/Monaghan,2004,5,Theft
Blackrock Co Cork,51.8943,-8.4045,Cork North,2004,182,Theft
Blackrock Co Dublin,53.2998,-6.1775,D.M.R. Southern,2004,639,Theft
Blackrock Co Louth,53.9638,-6.3682,Louth,2004,46,Theft
Blackwater,52.4454,-6.3488,Wexford,2004,17,Theft
Blanchardstown,53.3899,-6.381,D.M.R. Western,2004,2049,Theft
Blarney,51.931999999999995,-8.5677,Cork City,2004,129,Theft
Blessington,53.1703,-6.5337,Wicklow,2004,123,Theft
Boherbue,52.159,-9.0698,Cork West,2004,10,Theft
Bonniconlon,54.1096,-9.029,Mayo,2004,3,Theft
Borris,52.6018,-6.9293,Kilkenny/Carlow,2004,10,Theft
Borris-In-Ossory,52.9393,-7.6288,Laois/Offaly,2004,13,Theft
Borrisokane,52.9971,-8.127,Tipperary,2004,14,Theft
Borrisoleigh,52.7515,-7.9554,Tipperary,2004,8,Theft
Bothar Na Tra,53.2588,-9.0797,Galway,2004,191,Theft
Boyle,53.9734,-8.3004,Roscommon/Longford,2004,40,Theft
Bray,53.1987,-6.1006,Wicklow,2004,531,Theft
Bridewell Cork,51.9005,-8.477,Cork City,2004,531,Theft
Bridewell Dublin,53.3471,-6.2741,D.M.R. North Central,2004,1111,Theft
Bruff,52.4773,-8.547,Limerick,2004,13,Theft
Bruree,52.4232,-8.6503,Limerick,2004,4,Theft
Bunclody,52.6568,-6.6625,Wexford,2004,49,Theft
Buncrana,55.1313,-7.4507,Donegal,2004,65,Theft
Bundoran,54.4766,-8.2793,Donegal,2004,51,Theft
Burnfoot,55.0547,-7.4016,Donegal,2004,59,Theft
Buttevant,52.2293,-8.6713,Cork North,2004,18,Theft
Cabinteely,53.2608,-6.1507,D.M.R. Eastern,2004,391,Theft
Cabra,53.365,-6.3076,D.M.R. Western,2004,489,Theft
Caherciveen,51.946999999999996,-10.2198,Kerry,2004,15,Theft
Caherconlish,52.5938,-8.4695,Limerick,2004,19,Theft
Cahir,52.376000000000005,-7.9203,Tipperary,2004,62,Theft
Callan,52.5424,-7.391,Kilkenny/Carlow,2004,32,Theft
Campile,52.2878,-6.9396,Wexford,2004,17,Theft
Cappamore,52.6147,-8.3385,Limerick,2004,18,Theft
Cappawhite,52.5832,-8.1648,Tipperary,2004,21,Theft
Cappoquin,52.1459,-7.8457,Waterford,2004,12,Theft
Carbury,53.3385,-6.9367,Kildare,2004,19,Theft
Carlingford,54.0412,-6.1872,Louth,2004,43,Theft
Carlow,52.8405,-6.9293,Kilkenny/Carlow,2004,486,Theft
Carna,53.3236,-9.8241,Galway,2004,5,Theft
Carndonagh,55.2535,-7.2595,Donegal,2004,26,Theft
Carnew,52.7105,-6.4918,Wicklow,2004,18,Theft
Carraig Airt,55.1751,-7.7985,Donegal,2004,12,Theft
Carrickbyrne,52.3624,-6.7597,Wexford,2004,21,Theft
Carrickmacross,53.9761,-6.7188,Cavan/Monaghan,2004,93,Theft
Carrick-on-Bannow,52.2381,-6.734,Wexford,2004,27,Theft
Carrick-On-Shannon,53.9443,-8.0902,Sligo/Leitrim,2004,80,Theft
Carrick-On-Suir,52.3482,-7.4099,Tipperary,2004,47,Theft
Carrigaline,51.8148,-8.3915,Cork City,2004,75,Theft
Carrigallen,53.9756,-7.6467,Sligo/Leitrim,2004,7,Theft
Carrigans,54.9512,-7.4268,Donegal,2004,25,Theft
Carrigtwohill,51.9095,-8.2618,Cork North,2004,22,Theft
Cashel,52.5163,-7.8903,Tipperary,2004,91,Theft
Castlebar,53.8534,-9.2976,Mayo,2004,307,Theft
Castlebellingham,53.8993,-6.3899,Louth,2004,45,Theft
Castleblayney,54.1179,-6.735,Cavan/Monaghan,2004,76,Theft
Castlebridge,52.3847,-6.4526,Wexford,2004,5,Theft
Castlecomer,52.7993,-7.2095,Kilkenny/Carlow,2004,37,Theft
Castleconnell,52.7134,-8.4985,Limerick,2004,57,Theft
Castledermot,52.9092,-6.8492,Kildare,2004,43,Theft
Castlefin,54.8027,-7.5952,Donegal,2004,22,Theft
Castlegregory,52.2542,-10.0206,Kerry,2004,9,Theft
Castleisland,52.2304,-9.4628,Kerry,2004,54,Theft
Castlemaine,52.1702,-9.7006,Kerry,2004,8,Theft
Castlepollard,53.6785,-7.2966,Westmeath,2004,43,Theft
Castlerea,53.7666,-8.4841,Roscommon/Longford,2004,33,Theft
Castletownbere,51.6495,-9.9147,Cork West,2004,19,Theft
Castletownroche,52.1707,-8.468,Cork North,2004,12,Theft
Cavan,53.9933,-7.3609,Cavan/Monaghan,2004,251,Theft
Celbridge,53.343999999999994,-6.5417,Kildare,2004,181,Theft
Charlestown,53.9627,-8.7935,Mayo,2004,18,Theft
Charleville,52.3561,-8.6826,Cork North,2004,42,Theft
Cill Ronain,53.1213,-9.6678,Galway,2004,3,Theft
Clane,53.2937,-6.6859,Kildare,2004,132,Theft
Clara,53.3454,-7.6141,Laois/Offaly,2004,31,Theft
Claremorris,53.7236,-8.9851,Mayo,2004,40,Theft
Clifden,53.4882,-10.0092,Galway,2004,36,Theft
Cloch na Ron,53.3936,-9.9211,Galway,2004,5,Theft
Cloghan,53.2248,-7.8775,Laois/Offaly,2004,18,Theft
Clogheen,52.2769,-7.9953,Tipperary,2004,9,Theft
Clogher,54.8368,-8.4275,Donegal,2004,7,Theft
Clogherhead,53.7904,-6.2427,Louth,2004,39,Theft
Clonakilty,51.6249,-8.8889,Cork West,2004,121,Theft
Clonark,53.3684,-8.0347,Roscommon/Longford,2004,14,Theft
Clonaslee,53.1486,-7.526,Laois/Offaly,2004,5,Theft
Clonbologue,53.2591,-7.0858,Laois/Offaly,2004,10,Theft
Clondalkin,53.3231,-6.395,D.M.R. Western,2004,897,Theft
Clones,54.1775,-7.2282,Cavan/Monaghan,2004,38,Theft
Clonmany,55.263000000000005,-7.4128,Donegal,2004,11,Theft
Clonmel,52.3541,-7.6999,Tipperary,2004,248,Theft
Clonroche,52.4504,-6.7159,Wexford,2004,25,Theft
Clontarf,53.3635,-6.2201,D.M.R. Northern,2004,822,Theft
Cloughjordan,52.942,-8.0397,Tipperary,2004,7,Theft
Cloyne,51.8628,-8.1235,Cork North,2004,11,Theft
Coachford,51.9091,-8.7911,Cork West,2004,13,Theft
Cobh,51.8482,-8.3036,Cork North,2004,84,Theft
Collon,53.7779,-6.4849,Louth,2004,12,Theft
Collooney,54.1855,-8.4879,Sligo/Leitrim,2004,24,Theft
Cong,53.5415,-9.2865,Mayo,2004,20,Theft
Convoy,54.8593,-7.669,Donegal,2004,15,Theft
Coolaney,54.1724,-8.6034,Sligo/Leitrim,2004,8,Theft
Coolock,53.3903,-6.2011,D.M.R. Northern,2004,903,Theft
Cootehill,54.0747,-7.0787,Cavan/Monaghan,2004,42,Theft
Corofin,52.9475,-9.0686,Clare,2004,5,Theft
Corofin,53.4376,-8.8631,Galway,2004,4,Theft
Courtown Harbour,52.6443,-6.2305,Wexford,2004,53,Theft
Craughwell,53.2294,-8.7339,Galway,2004,32,Theft
Creggs,53.5949,-8.3638,Galway,2004,1,Theft
Crookstown,51.8587,-8.8013,Cork West,2004,19,Theft
Croom,52.522,-8.7188,Limerick,2004,24,Theft
Crosshaven,51.803999999999995,-8.3045,Cork City,2004,20,Theft
Crossmolina,54.0998,-9.3227,Mayo,2004,10,Theft
Crumlin,53.3196,-6.315,D.M.R. Southern,2004,627,Theft
Crusheen,52.9385,-8.8986,Clare,2004,5,Theft
Daingean,53.293,-7.2936,Laois/Offaly,2004,26,Theft
Delvin,53.6145,-7.0901,Westmeath,2004,16,Theft
Dingle,52.1392,-10.2705,Kerry,2004,10,Theft
Dolla,52.7971,-8.1921,Tipperary,2004,5,Theft
Donegal Town,54.6524,-8.1111,Donegal,2004,56,Theft
Doneraile,52.2157,-8.5854,Cork North,2004,13,Theft
Donnybrook,53.3217,-6.2359,D.M.R. South Central,2004,865,Theft
Douglas,51.8751,-8.431000000000001,Cork City,2004,272,Theft
Dowra,54.1904,-8.0153,Cavan/Monaghan,2004,2,Theft
Drimoleague,51.659,-9.264,Cork West,2004,13,Theft
Drinagh,51.6477,-9.1545,Cork West,2004,1,Theft
Drogheda,53.7151,-6.3566,Louth,2004,618,Theft
Drumad,54.0957,-6.3608,Louth,2004,63,Theft
Drumcollogher,52.3382,-8.9113,Limerick,2004,10,Theft
Drumlish,53.8217,-7.7659,Roscommon/Longford,2004,12,Theft
Drumshambo,54.0465,-8.04,Sligo/Leitrim,2004,24,Theft
Dublin Airport,53.4299,-6.2455,D.M.R. Northern,2004,259,Theft
Duleek,53.6539,-6.4181,Meath,2004,53,Theft
Dun Fionnachaid,55.1829,-7.9744,Donegal,2004,14,Theft
Dun Laoghaire,53.2899,-6.1333,D.M.R. Eastern,2004,865,Theft
Dunboyne,53.4211,-6.4771,Meath,2004,116,Theft
Duncannon,52.2214,-6.9298,Wexford,2004,29,Theft
Dundalk,53.9995,-6.4097,Louth,2004,774,Theft
Dundrum,53.2895,-6.2426,D.M.R. Eastern,2004,836,Theft
Dungarvan,52.0877,-7.6245,Waterford,2004,253,Theft
Dunlavin,53.0588,-6.7011,Wicklow,2004,46,Theft
Dunleer,53.8285,-6.3946,Louth,2004,34,Theft
Dunmanway,51.7228,-9.1101,Cork West,2004,22,Theft
Dunmore East,52.1484,-6.9929,Waterford,2004,8,Theft
Dunmore,53.6176,-8.7406,Galway,2004,8,Theft
Dunshaughlin,53.5108,-6.5393,Meath,2004,76,Theft
Durrow,52.8443,-7.3961,Laois/Offaly,2004,33,Theft
Durrus,51.6205,-9.524,Cork West,2004,4,Theft
Edenderry,53.3368,-7.0608,Laois/Offaly,2004,82,Theft
Edgeworthstown,53.6956,-7.606,Roscommon/Longford,2004,34,Theft
Elphin,53.8458,-8.1925,Roscommon/Longford,2004,14,Theft
Emly,52.4651,-8.3542,Tipperary,2004,4,Theft
Emyvale,54.3394,-6.9576,Cavan/Monaghan,2004,24,Theft
Enfield,53.4151,-6.8339,Meath,2004,74,Theft
Ennis,52.8469,-8.9811,Clare,2004,544,Theft
Enniscorthy,52.5007,-6.5707,Wexford,2004,155,Theft
Enniscrone,54.2138,-9.0885,Sligo/Leitrim,2004,21,Theft
Enniskerry,53.1913,-6.1695,Wicklow,2004,67,Theft
Ennistymon,52.9374,-9.2885,Clare,2004,49,Theft
Eyrecourt,53.1994,-8.1324,Galway,2004,6,Theft
Farranfore,52.1714,-9.5497,Kerry,2004,5,Theft
Ferbane,53.2708,-7.8276,Laois/Offaly,2004,20,Theft
Fermoy,52.1385,-8.2742,Cork North,2004,79,Theft
Ferns,52.591,-6.4978,Wexford,2004,16,Theft
Ferrybank,52.2675,-7.1011,Waterford,2004,37,Theft
Fethard,52.4664,-7.6944,Tipperary,2004,18,Theft
Finglas,53.3896,-6.3068,D.M.R. Western,2004,824,Theft
Fitzgibbon Street,53.3577,-6.2554,D.M.R. North Central,2004,976,Theft
Foxford,53.9833,-9.1084,Mayo,2004,19,Theft
Foynes,52.6097,-9.1037,Limerick,2004,13,Theft
Frenchpark,53.8692,-8.4056,Roscommon/Longford,2004,88,Theft
Freshford,52.7324,-7.3944,Kilkenny/Carlow,2004,4,Theft
Gaillimh,53.2713,-9.0583,Galway,2004,1273,Theft
