Roll_No,Off_Name,Add_1,Add_2,Add_3,Add_4,County,Ethos,Island,DEIS,Gaeltacht,Male,Female,Total,Sex,xcoord,ycoord,Long,Lat
18094L,S N DUN NA MAINISTREACH,DUNGARBHAN,CO WATERFORD,,,Waterford,CATHOLIC,N,N,N,245,219,464,Mixed,226683,93146,-7.61066,52.0897
19475F,ST BRIGIDS NS,SINGLAND,LIMERICK,,,Limerick,CATHOLIC,N,N,N,242,221,463,Mixed,159555,156259,-8.59775,52.6561
19796C,ST PATRICKS BNS,CLANE,CO KILDARE,,,Kildare,CATHOLIC,N,N,N,462,0,462,Boys,287026,227480,-6.69482,53.2905
19617W,ST MARTIN DE PORRES N S,AYLESBURY,OLD BAWN,TALLAGHT,DUBLIN 24,Dublin,CATHOLIC,N,N,N,224,237,461,Mixed,308685,226179,-6.37057,53.2748
19673J,ST JOSEPHS N S,AVENUE ROAD,DUNDALK,CO LOUTH,,Louth,CATHOLIC,N,Y,N,239,222,461,Mixed,305820,305958,-6.38638,53.992
16972E,S N PEADAR AGUS POL N,BALBRIGGAN,CO DUBLIN,139,,Dublin,CATHOLIC,N,N,N,253,207,460,Mixed,319946,263741,-6.18752,53.6097
20309S,Mary Mother of Hope Junior National School,Littlepace,Castaheany,Dublin 15,,Dublin,CATHOLIC,N,N,N,245,215,460,Mixed,304816,240500,-6.42381,53.4042
19650U,SCOIL CHOLMAIN NAOFA,BELLVIEW,MULLINGAR,CO WESTMEATH,,Westmeath,CATHOLIC,N,N,N,246,214,460,Mixed,244622,253358,-7.32705,53.5283
17576B,SCOIL AN CHOROIN MHUIRE,WICKLOW TOWN,CO WICKLOW,,,Wicklow,CATHOLIC,N,N,N,62,397,459,Mixed,331702,193680,-6.03903,52.9777
19658N,BISHOP SHANAHAN NS,ORWELL PARK,TEMPLEOGUE,DUBLIN 16,,Dublin,CATHOLIC,N,N,N,236,222,458,Mixed,312165,228862,-6.31747,53.2982
16893I,S N NAOMH LORCAN,STILLORGAN,KILMACUD,CO DUBLIN,134,Dublin,CATHOLIC,N,N,N,457,0,457,Boys,319613,227941,-6.20615,53.2883
20091R,ST PETERS NS,PHIBSBORO,DUBLIN 7,,,Dublin,CATHOLIC,N,Y,N,240,216,456,Mixed,314786,235976,-6.2756,53.3615
19765O,ST THOMAS SENIOR N S,JOBSTOWN,TALLAGHT,DUBLIN 24,,Dublin,CATHOLIC,N,Y,N,248,208,456,Mixed,306560,226556,-6.40229,53.2786
20223I,GAELSCOIL EISCIR RIADA,BÓTHAR AN GHRIFÍN,LEAMHCÁN,CO ÁTHA CLIATH,,Dublin,CATHOLIC,N,N,N,225,231,456,Mixed,304157,234218,-6.43579,53.3479
19321B,OUR LADY GOOD COUNSEL GNS,JOHNSTOWN,DUN LAOGHAIRE,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,9,446,455,Mixed,324228,225316,-6.138,53.2636
18542M,S N NAOMH PADRAIG,CASTLEBAR,CO MAYO,,,Mayo,CATHOLIC,N,N,N,453,2,455,Mixed,114428,290712,-9.3007,53.8588
13512B,SCOIL MHUIRE LOURDES,CARRIGALINE,CO CORK,,,Cork,CATHOLIC,N,N,N,453,0,453,Boys,172628,63042,-8.397,51.8191
04992R,SCOIL AN CROI NAOFA,GLASNEVIN,DUBLIN 11,,,Dublin,CATHOLIC,N,N,N,453,0,453,Boys,314874,238474,-6.27337,53.3839
18977B,S N CHOLMCILLE C,SWORDS,CO DUBLIN,,,Dublin,CATHOLIC,N,N,N,0,453,453,Girls,318658,246751,-6.21341,53.4574
16672P,ST PATRICKS N S,LURGYBRACK,LETTERKENNY,CO DONEGAL,,Donegal,CATHOLIC,N,N,N,248,204,452,Mixed,219561,409464,-7.69481,54.9324
20059V,MOTHER OF DIVINE GRACE,HOLY FAITH NS,FERNDALE AVE,BALLYGALL,DUBLIN 11,Dublin,CATHOLIC,N,Y,N,228,222,450,Mixed,313995,238693,-6.2865,53.3861
19680G,SCOIL C.UI DHALAIGH,LÉIM AN BHRADÁIN,CO CHILL DARA,,,Kildare,CATHOLIC,N,N,N,217,233,450,Mixed,300242,236057,-6.49397,53.3652
20200T,RATOATH SENIOR NS,RATOATH,CO MEATH,,,Meath,CATHOLIC,N,N,N,244,206,450,Mixed,301903,251338,-6.46409,53.5022
16970A,ST MOLAGA SENIOR NS,BREMORE,BALBRIGGAN,CO DUBLIN,139,Dublin,CATHOLIC,N,N,N,239,209,448,Mixed,319802,264392,-6.18945,53.6156
20186F,CASTAHEANY EDUCATE TOGETHER NS,Castaheany Educate Together NS,Ongar Village,Dublin 15,,Dublin,MULTI DENOMINATIONAL,N,Y,N,258,190,448,Mixed,303651,239242,-6.44173,53.3932
20066S,LUCAN EDUCATE TOGETHER NS,"BEWLEY WAY,","WILLSBROOK,","LUCAN,",CO. DUBLIN,Dublin,MULTI DENOMINATIONAL,N,N,N,254,194,448,Mixed,304901,234572,-6.4245,53.351
19452Q,SCOIL MHUIRE,"NEWBRIDGE,",CO. KILDARE.,,,Kildare,CATHOLIC,N,Y,N,237,211,448,Mixed,279164,214270,-6.81599,53.173
17899C,SCOIL CARMEL,TEACH GIUISE,TALLAGHT,DUBLIN 24,124,Dublin,CATHOLIC,N,N,N,229,218,447,Mixed,310942,227354,-6.33634,53.2849
17873H,S N CONNLAODH NAOFA N,NEWBRIDGE,CO KILDARE,,,Kildare,CATHOLIC,N,N,N,228,219,447,Mixed,280866,215465,-6.79023,53.1835
19393D,MHUIRE IOSEF JUNIOR,VERBENA ESTATE,DUBLIN 13,,,Dublin,CATHOLIC,N,N,N,232,214,446,Mixed,323322,239285,-6.14614,53.3893
20023A,GAELSCOIL CHILL DARA,GREEN ROAD,NEWBRIDGE,CO CHILL DARA,,Kildare,CATHOLIC,N,N,N,200,246,446,Mixed,279759,212664,-6.80749,53.1585
20146Q,LE CHEILE EDUCATE TOGETHER,MORNINGTON,DROGHEDA,CO LOUTH,,Louth,MULTI DENOMINATIONAL,N,N,N,259,187,446,Mixed,311967,275618,-6.30375,53.7182
19707A,ST RONANS N S,DEANSRATH,CLONDALKIN,DUBLIN 22,,Dublin,CATHOLIC,N,Y,N,237,208,445,Mixed,304913,231461,-6.42535,53.323
20272V,St Marys Primary School,Thomastown,Co Kilkenny,,,Kilkenny,CATHOLIC,N,N,N,222,223,445,Mixed,258680,142229,-7.13527,52.5283
17705J,S N CROS BAN,WHITECROSS,JULIANSTOWN,CO MEATH,,Meath,CATHOLIC,N,N,N,242,203,445,Mixed,313874,270064,-6.27691,53.6679
19837N,DRIMNAGH CASTLE CBS N S,DRIMNAGH CASTLE,DUBLIN 12,,,Dublin,CATHOLIC,N,N,N,444,0,444,Boys,311265,231728,-6.32996,53.3241
18647D,S N SAN TREASA,THE RISE,MT MERRION,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,244,200,444,Mixed,319401,228641,-6.20907,53.2946
20145O,SWORDS EDUCATE TOGETHER NS,APPLEWOOD,SWORDS,CO DUBLIN,,Dublin,MULTI DENOMINATIONAL,N,N,N,238,206,444,Mixed,316225,248356,-6.24943,53.4724
15284B,TANEY N S,SYDENHAM VILLAS,DUNDRUM,DUBLIN 14,,Dublin,CHURCH OF IRELAND,N,N,N,246,197,443,Mixed,317536,227909,-6.2373,53.2885
20166W,GRIFFEEN VALLEY EDUCATE TOGETHER NS,"GRIFFEEN GLEN BOULEVARD,",LUCAN,CO. DUBLIN.,,Dublin,MULTI DENOMINATIONAL,N,N,N,222,221,443,Mixed,304370,233462,-6.43284,53.3411
20107G,GAELSCOIL MHAINISTIR NA CORANN,IONAD AN PHOBAIL,MAINISTIR NA CORANN,CONTAE CHORCAI,,Cork,CATHOLIC,N,N,N,242,200,442,Mixed,188128,73009,-8.17253,51.9092
13781F,BREAFFY N S,CASTLEBAR,CO MAYO,,,Mayo,CATHOLIC,N,Y,N,212,229,441,Mixed,118553,289387,-9.23766,53.8475
19319O,ST OLAFS N S,BALALLY DRIVE,DUNDRUM,DUBLIN 16,,Dublin,CATHOLIC,N,N,N,233,207,440,Mixed,318344,227244,-6.22543,53.2823
19625V,Scoil Réalt na Mara,Balbriggan Road,Skerries,Co Dublin,,Dublin,CATHOLIC,N,N,N,218,222,440,Mixed,324520,260559,-6.11971,53.5801
16705E,SCOIL PHADRAIG NAOFA,An Tom Ard,Baile Atha I,Co. Chill Dara,532,Kildare,CATHOLIC,N,Y,N,348,92,440,Mixed,268061,195182,-6.98606,53.0031
18363M,S N MUIRE GAN SMAL,GREEN LANE,CARLOW,,,Carlow,CATHOLIC,N,N,N,0,439,439,Girls,272633,176860,-6.92205,52.8378
16976M,S N DEAGLAN,PORTLAIRGE,CO WATERFORD,,,Waterford,CATHOLIC,N,N,N,439,0,439,Boys,261069,111714,-7.10563,52.2539
19320W,OUR LADY OF GOOD COUNSEL BOYS N S,JOHNSTOWN,DUN LAOGHAIRE,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,438,0,438,Boys,324249,225395,-6.13766,53.2644
19799I,SACRED HEART N S,SRULEEN,CLONDALKIN,DUBLIN 22,,Dublin,CATHOLIC,N,N,N,232,206,438,Mixed,306542,230523,-6.40122,53.3143
20173T,ST ANNES PRIMARY SCHOOL,FETTERCAIRN,TALLAGHT,DUBLIN 24,,Dublin,CATHOLIC,N,Y,N,217,221,438,Mixed,307280,227884,-6.39105,53.2904
20216L,SCOIL OILIBHEIR NAOFA,BETTYSTOWN,CO MEATH,,,Meath,CATHOLIC,N,N,N,227,211,438,Mixed,315871,272741,-6.24571,53.6915
19925K,SCOIL MHUIRE,PRESENTATION CONVENT,PARNELL ST,KILKENNY,,Kilkenny,CATHOLIC,N,N,N,134,303,437,Mixed,250405,155772,-7.25514,52.6509
15285D,SC NA GCREAGACHA DUBHA,BLACKROCK,DUNDALK,CO LOUTH,,Louth,CATHOLIC,N,N,N,246,191,437,Mixed,307145,302876,-6.36727,53.964
15083O,ST MARYS CONVENT N S,ROSCOMMON,CO ROSCOMMON,,,Roscommon,CATHOLIC,N,N,N,125,312,437,Mixed,187036,264243,-8.19597,53.6278
20098I,CASTLEKNOCK EDUCATE TOGETHER NS,BEECHPARK AVENUE,CASTLEKNOCK,DUBLIN 15,,Dublin,MULTI DENOMINATIONAL,N,N,N,233,203,436,Mixed,308997,237865,-6.36187,53.3797
12349L,S N MUIRE NA NAINGEAL,CLOCHAR NA CARTHANACHTA,SRAID MORTUIN,CLUAIN MEALA,CO. THIOBRAID ARANN,Tipperary,CATHOLIC,N,N,N,41,395,436,Mixed,220193,122492,-7.7036,52.3537
19533Q,S N MUIRE AGUS IOSEF,BAYSIDE,SUTTON,DUBLIN 13,,Dublin,CATHOLIC,N,N,N,223,212,435,Mixed,323338,239324,-6.14589,53.3897
19983B,ST CLARES NS,BALLYJAMESDUFF,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,212,222,434,Mixed,252725,290999,-7.19846,53.8657
17103E,ST MARYS CONVENT G,CARRIGTWOHILL,CO CORK,,,Cork,CATHOLIC,N,N,N,0,434,434,Girls,182263,73051,-8.25777,51.9095
19462T,SCOIL MAELRUAIN JUNIOR,OLD BAWN,TALLAGHT,DUBLIN 24,,Dublin,CATHOLIC,N,N,N,233,201,434,Mixed,309273,226501,-6.36164,53.2776
12068D,OUR LADY OF MERCY NS,KELLS,CO MEATH,,,Meath,CATHOLIC,N,N,N,91,343,434,Mixed,274682,275600,-6.86845,53.7247
18412W,S N C NAOMH PADRAIG,DONABATE,CO DUBLIN,,,Dublin,CATHOLIC,N,N,N,0,433,433,Girls,323788,250786,-6.13462,53.4925
19856R,GAELSCOIL OSRAI,LOCH BUI,CILL CHANNAIGH,,,Kilkenny,CATHOLIC,N,N,N,213,220,433,Mixed,251078,154467,-7.2454,52.6391
19374W,Our lady's Grove Primary School,"Goatstown Road,",Dublin 14,,,Dublin,CATHOLIC,N,N,N,204,228,432,Mixed,317670,229164,-6.23482,53.2997
19702N,ST THOMAS JUNIOR N S,JOBSTOWN,TALLAGHT,DUBLIN 24,,Dublin,CATHOLIC,N,Y,N,222,210,432,Mixed,306481,226548,-6.40347,53.2786
18207V,S N BAILE AN ATHA,KILLALOE,CO CLARE,,,Tipperary,CATHOLIC,N,N,N,215,217,432,Mixed,170576,173387,-8.4364,52.8107
16792C,ST BRIGIDS CONVENT N S,KILLESTER,DUBLIN 5,105,,Dublin,CATHOLIC,N,N,N,0,431,431,Girls,319455,237963,-6.20474,53.3783
18682F,ST CANICES B N S,FINGLAS,DUBLIN 11,,,Dublin,CATHOLIC,N,Y,N,431,0,431,Boys,313682,239008,-6.29108,53.389
19286C,S N MHUIRE,PRESENTATION CONVENT,PORTLAOISE,CO LAOIS,,Laois,CATHOLIC,N,N,N,123,308,431,Mixed,247172,198464,-7.29674,53.0348
17367P,SCOIL MHUIRE GNS,NAVAN ROAD,DUBLIN 7,107,,Dublin,CATHOLIC,N,N,N,0,430,430,Girls,312624,237025,-6.30769,53.3714
17954H,SCOIL CAOIMHIN NAOFA,MOUNT MERRION,BLACKROCK,CO DUBLIN,134,Dublin,CATHOLIC,N,N,N,304,126,430,Mixed,319730,228238,-6.20429,53.2909
19335M,SCOIL NA AINGEAL,NEWTOWNPARK AVE,BLACKROCK,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,218,212,430,Mixed,321980,228444,-6.17048,53.2923
18817C,S N BRIGHDE,CULLENSWOOD HOUSE,BR FEADHA CUILINN,RAGHNALLACH,B A C 6,Dublin,CATHOLIC,N,N,N,198,231,429,Mixed,316181,231568,-6.25627,53.3216
19550Q,BALLYMANY JUNIOR NS,NEWBRIDGE,CO KILDARE,,,Kildare,CATHOLIC,N,Y,N,228,200,428,Mixed,279251,214269,-6.81468,53.173
15484J,GLOUNTHAUNE MIXED N.S.,GLOUNTHAUNE,CO.CORK,,,Cork,CATHOLIC,N,N,N,236,191,427,Mixed,176527,73578,-8.34116,51.914
20095C,GAELSCOIL BHRIAN BÓROIMHE,Coill na nÚll,Sord,Co. Átha Cliath,,Dublin,INTER DENOMINATIONAL,N,N,N,212,215,427,Mixed,316244,248440,-6.24911,53.4732
20108I,"St. John the Apostle, Knocknacarra NS",Western Distributor Road,Galway,,,Galway,CATHOLIC,N,N,N,249,178,427,Mixed,126516,224832,-9.10151,53.2688
17195M,C.B.S. PRIMARY,CHAPEL STREET,DUNDALK,CO LOUTH,,Louth,CATHOLIC,N,N,N,247,180,427,Mixed,304966,307532,-6.39886,54.0063
20116H,GLOR NA MARA NS,TRAMORE,CO WATERFORD,,,Waterford,CATHOLIC,N,N,N,225,202,427,Mixed,257978,101852,-7.15258,52.1656
20338C,Holy Child National School,Larkhill Road,Whitehall,Dublin 9-,,Dublin,CATHOLIC,N,N,N,125,301,426,Mixed,316813,238717,-6.24415,53.3857
13365O,SCOIL MHUIRE,ORANMORE,CO GALWAY,,,Galway,CATHOLIC,N,N,N,94,332,426,Mixed,137875,224486,-8.9312,53.2671
19678T,ST PAULS SENIOR NS,RATHMULLEN,DROGHEDA,CO LOUTH,,Louth,CATHOLIC,N,Y,N,250,176,426,Mixed,307448,274673,-6.37251,53.7107
20188J,MULLINGAR EDUCATE TOGETHER,RATHGOWAN,MULLINGAR,CO. WESTMEATH,,Westmeath,MULTI DENOMINATIONAL,N,Y,N,251,175,426,Mixed,242209,253028,-7.36348,53.5255
17148D,S N EOIN BAISDE G SEN,SEAFIELD ROAD,CLONTARF,DUBLIN 3,103,Dublin,CATHOLIC,N,N,N,0,424,424,Girls,320045,236315,-6.19651,53.3634
19479N,RATHMULLAN N S,RATHMULLEN,DROGHEDA,CO LOUTH,,Louth,CATHOLIC,N,Y,N,249,175,424,Mixed,307543,274698,-6.37106,53.7109
19241D,DOMINICAN CONVENT,TAYLOR HILL,GALWAY,,,Galway,CATHOLIC,N,N,N,73,349,422,Mixed,128255,224720,-9.07542,53.268
19797E,SCOIL NAISIUNTA BHRIDE,PROSPEROUS ROAD,CLANE,CO. KILDARE,,Kildare,CATHOLIC,N,N,N,0,422,422,Girls,287176,227494,-6.69257,53.2906
16860Q,CORPUS CHRISTI N S,HOME FARM ROAD,DRUMCONDRA,DUBLIN 9,109,Dublin,CATHOLIC,N,N,N,0,421,421,Girls,316021,237464,-6.25651,53.3746
18828H,ST. PAULS PRIMARY SCHOOL,BORRIS ROAD,PORTLAOISE,CO LAOIS,,Laois,CATHOLIC,N,N,N,385,36,421,Mixed,247565,198876,-7.29082,53.0385
13386W,S N AN CHROI RO NAOFA,PORTLAOISE,CO LAOIS,,,Laois,CATHOLIC,N,N,N,133,287,420,Mixed,247243,198438,-7.29569,53.0346
18683H,ST CANICES G N S,FINGLAS,DUBLIN 11,,,Dublin,CATHOLIC,N,Y,N,0,418,418,Girls,313367,239027,-6.29581,53.3892
19597T,AN LINBH IOSA,BALLYCANE,NAAS,CO KILDARE,,Kildare,CATHOLIC,N,N,N,222,196,418,Mixed,289971,218828,-6.65311,53.2123
15046I,ST STEPHENS N S,WATERFORD,CO WATERFORD,,,Waterford,CATHOLIC,N,Y,N,417,0,417,Boys,260522,112313,-7.11353,52.2593
19971R,GAELSCOIL ADHAMHNAIN,GLEANN CEARRA,LEITIR CEANAINN,CO  DHUN NA NGALL,,Donegal,CATHOLIC,N,N,N,213,203,416,Mixed,216070,412189,-7.74913,54.957
20303G,Lucan East ETNS,Kishogue Cross,Off Griffeen Avenue,Lucan,County Dublin,Dublin,MULTI DENOMINATIONAL,N,Y,N,222,194,416,Mixed,304462,233127,-6.43157,53.3381
18178R,ST JOSEPHS CONVENT,LONGFORD,CO LONGFORD,,,Longford,CATHOLIC,N,Y,N,120,296,416,Mixed,213621,275141,-7.79362,53.7257
18655C,SCOIL NAOMH SEOSAMH,CLONDALKIN,DUBLIN 22,,,Dublin,CATHOLIC,N,N,N,415,0,415,Boys,307012,230845,-6.39407,53.3171
19817H,ST MARYS N S,WOODVIEW,ESKER,LUCAN,CO DUBLIN,Dublin,CATHOLIC,N,N,N,219,196,415,Mixed,302121,234487,-6.46626,53.3507
17726R,S N TULACH ALUINN,TULLYALLEN,DROGHEDA,CO LOUTH,,Louth,CATHOLIC,N,N,N,216,199,415,Mixed,304048,277494,-6.42304,53.7367
13856K,BUSHY PARK N S,BUSHY PARK,GALWAY,,,Galway,CATHOLIC,N,N,N,247,166,413,Mixed,127811,227130,-9.08263,53.2896
18253F,SCOIL NAOMH CAITRIONA,MODEL FARM ROAD,CORCAIGH,,,Cork,CATHOLIC,N,N,N,0,412,412,Girls,164513,70565,-8.51546,51.8863
18625Q,SCOIL CHOILMCILLE,CONVENT ROAD,LETTERKENNY,CO DONEGAL,,Donegal,CATHOLIC,N,N,N,412,0,412,Boys,216474,411436,-7.74286,54.9502
10296G,SCOIL NAOMH MEARNOG,STRAND ROAD,PORTMARNOCK,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,224,188,412,Mixed,324034,242941,-6.13401,53.422
17928G,SN N SAILBHEASTAR NFA,MALAHIDE,CO DUBLIN,123,,Dublin,CATHOLIC,N,N,N,214,198,412,Mixed,322067,245928,-6.16243,53.4493
19401W,S N CAITRIONA SOIS,RENMORE,CO GALWAY,,,Galway,CATHOLIC,N,Y,N,221,191,412,Mixed,132165,225598,-9.01701,53.2764
15367F,RIVERCHAPEL N S,RIVERCHAPEL,COURTOWN HARBOUR,CO WEXFORD,,Wexford,CATHOLIC,N,N,N,218,194,412,Mixed,319591,155532,-6.23321,52.6379
17198S,S N MUIRE GAN SMAL,BEAL ATHA NA SLUAGH,CO NA GAILLIMHE,,,Galway,CATHOLIC,N,N,N,218,193,411,Mixed,186645,230858,-8.20046,53.3278
20339E,RÉALT NA MARA SCHOOL,MILL STREET,DUNDALK,CO. LOUTH,,Louth,CATHOLIC,N,N,N,209,199,408,Mixed,305569,307582,-6.38964,54.0066
17505B,S N CILL RUADHAIN,GLANMIRE,CO CORK,,,Cork,CATHOLIC,N,N,N,215,191,406,Mixed,173771,75381,-8.38136,51.9301
20092T,ST ULTANS NS,CHERRY ORCHARD,DUBLIN 10,,,Dublin,CATHOLIC,N,Y,N,226,180,406,Mixed,308371,233046,-6.37293,53.3366
20282B,Bracken Educate Together N.S.,Castlelands,Balbriggan,Co. Dublin,,Dublin,MULTI DENOMINATIONAL,N,Y,N,224,179,403,Mixed,320655,262745,-6.1772,53.6006
20073P,ST MARYS NS,GRACEPARK RD,ATHLONE,CO WESTMEATH,,Westmeath,CATHOLIC,N,Y,N,235,168,403,Mixed,204473,241685,-7.93271,53.4253
19435Q,ST FRANCIS XAVIER J N S,ROSELAWN ROAD,CASTLEKNOCK,DUBLIN 15,,Dublin,CATHOLIC,N,N,N,224,178,402,Mixed,307630,238216,-6.38229,53.3831
19468I,SN CAITRIONA SINSEAR,SN CAITRIONA SINSEAR,RENMORE,CO GALWAY,,Galway,CATHOLIC,N,Y,N,216,186,402,Mixed,132163,225570,-9.01704,53.2761
20267F,Scoil Bhríde Primary School,Carrick Road,Edenderry,Co. Offaly,,Offaly,CATHOLIC,N,N,N,228,174,402,Mixed,263054,233830,-7.05302,53.3509
20252P,GAELSCOIL BHAILE BRIGIN,Castlelands,BHAILE BRIGIN,CONTAE ATHA CLIATH,,Dublin,INTER DENOMINATIONAL,N,N,N,199,202,401,Mixed,320593,262715,-6.17815,53.6004
19858V,GAELSCOIL DARA,BÓTHAR BHAILE AN LOCHÁIN,AN RINN MHÓR,GAILLIMH,,Galway,CATHOLIC,N,N,N,182,219,401,Mixed,131643,225963,-9.02492,53.2796
17755B,SCOIL NAOMH MHUIRE C,BALLINCOLLIG,CO CORK,,,Cork,CATHOLIC,N,N,N,0,400,400,Girls,159226,70593,-8.59226,51.8862
17501Q,Bennekerry National School,Bennekerry,Co Carlow,,,Carlow,CATHOLIC,N,N,N,200,199,399,Mixed,276212,176121,-6.86912,52.8307
20202A,BALBRIGGAN EDUCATE TOGETHER NS,HAMLET LANE,MOYLARAGH,CO DUBLIN,,Dublin,MULTI DENOMINATIONAL,N,Y,N,209,190,399,Mixed,318745,263994,-6.20556,53.6123
00934G,PRESENTATION CONVENT (JNR),MULLINGAR,CO WESTMEATH,,,Westmeath,CATHOLIC,N,N,N,200,199,399,Mixed,243645,253338,-7.34178,53.5282
15104T,BRIDE NAOFA N S,CANNISTOWN,NAVAN,CO MEATH,,Meath,CATHOLIC,N,N,N,204,194,398,Mixed,288323,264344,-6.66503,53.6214
19487M,HOLY CROSS PRIMARY SCHOOL,NEW ROAD,KILLARNEY,CO KERRY,,Kerry,CATHOLIC,N,N,N,121,276,397,Mixed,96222,91105,-9.51337,52.0623
20172R,ST JOSEPHS N S,KINGSCOURT,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,217,179,396,Mixed,278597,295309,-6.80412,53.9012
18786R,SCOIL IOSAGAIN,FARRANREE,CORK,,,Cork,CATHOLIC,N,Y,N,396,0,396,Boys,166672,73228,-8.48436,51.9103
17470I,ST RAPHAELAS N S,UPPER KILMACUD ROAD,STILLORGAN,CO DUBLIN,134,Dublin,CATHOLIC,N,N,N,0,396,396,Girls,319776,227204,-6.20399,53.2816
20437E,St Laurence's National School,Brookstone Road,Baldoyle,Dublin 13,,Dublin,CATHOLIC,N,N,N,199,196,395,Mixed,324221.45,240103.51,-6.13231,53.3965
18976W,S N CHOLMILLE B,SWORDS,CO DUBLIN,,,Dublin,CATHOLIC,N,N,N,395,0,395,Boys,318630,246841,-6.2138,53.4583
16461C,CAISLEAIN NUA LIAMHNA,NEWCASTLE LYONS,CO DUBLIN,128,,Dublin,CATHOLIC,N,N,N,218,177,395,Mixed,299913,228668,-6.50124,53.2989
18767N,S N REALT NA MARA (C),DOMHNACH CEARNAIGH,MORNINGTON,DROGHEDA,CO MEATH,Meath,CATHOLIC,N,N,N,0,395,395,Girls,313908,274535,-6.27476,53.708
17754W,S N NAOMH EOIN B,BALLINCOLLIG,CO CORK,,,Cork,CATHOLIC,N,N,N,394,0,394,Boys,159389,70566,-8.58989,51.8859
20105C,STAR OF THE SEA PRIMARY SCHOOL,PASSAGE WEST,CO CORK,,,Cork,CATHOLIC,N,N,N,210,184,394,Mixed,176413,69238,-8.34252,51.875
17978V,NAISCOIL IDE,ALL SAINTS DRIVE,RAHENY,DUBLIN 5,105,Dublin,CATHOLIC,N,N,N,163,231,394,Mixed,321280,237936,-6.17734,53.3777
19955T,Presentation Primary School,Slievekeale Road,WATERFORD,,,Waterford,CATHOLIC,N,Y,N,8,386,394,Mixed,259708,111706,-7.12556,52.2539
19851H,GAELSCOIL DE HIDE,MAINISTIR FHEARMAI,CO CHORCAI,,,Cork,CATHOLIC,N,N,N,177,215,392,Mixed,180906,98430,-8.27891,52.1375
16659A,ST COLUMBAS CON G & I,IONA ROAD,GLASNEVIN,DUBLIN 9,109,Dublin,CATHOLIC,N,N,N,2,389,391,Mixed,315641,236554,-6.26255,53.3665
19645E,ST OLIVER PLUNKETTS NS,HEYWOOD RD,CLONMEL,CO TIPPERARY,,Tipperary,CATHOLIC,N,Y,N,202,189,391,Mixed,219361,123191,-7.71578,52.3601
16754R,ST VINCENTS CONVENT INF N S,67 GRIFFITH AVENUE,DUBLIN 9,109,,Dublin,CATHOLIC,N,N,N,191,199,390,Mixed,317835,236976,-6.22945,53.3698
15315J,ST GEORGES N S,ST GEORGES N S,The Naul Road,BALBRIGGAN,CO. DUBLIN,Dublin,CHURCH OF IRELAND,N,N,N,195,195,390,Mixed,318808,263320,-6.20487,53.6062
18762D,S N REALT NA MARA (B),DOMHNACH CEARNAIGH,MORNINGTON,DROGHEDA,CO LOUTH,Meath,CATHOLIC,N,N,N,388,0,388,Boys,313876,274534,-6.27524,53.708
16112A,ST MARYS CONVENT,NENAGH,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,0,388,388,Girls,186529,179437,-8.20005,52.8657
19308J,ST BRIGIDS BOYS N S,HOWTH ROAD,KILLESTER,DUBLIN 5,,Dublin,CATHOLIC,N,N,N,387,0,387,Boys,320151,237562,-6.19444,53.3746
19565G,SCOIL TREASA FIRHOUSE,SCOIL TREASA BALLYCULLEN AVE,FIRHOUSE,DUBLIN 24,,Dublin,CATHOLIC,N,N,N,203,184,387,Mixed,310838,226868,-6.33806,53.2806
18641O,S N NAOMH EOIN,PORTARLINGTON,CO LAOIS,,,Laois,CATHOLIC,N,N,N,218,169,387,Mixed,257077,209248,-7.14718,53.1307
16871V,S N AN CHROI NAOFA,TRAIGHLI,CO CHIARRAI,,,Kerry,CATHOLIC,N,Y,N,29,357,386,Mixed,83904,114269,-9.70084,52.268
19477J,HOLY FAMILY B N S,ASKEA,CARLOW,CO CARLOW,,Carlow,CATHOLIC,N,Y,N,385,0,385,Boys,273297,176670,-6.91224,52.836
16083T,VIRGINIA MXD N S,VIRGINIA,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,203,181,384,Mixed,260905,287700,-7.07477,53.8352
14830U,BAREFIELD MIXED N S,ENNIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,205,179,384,Mixed,136518,182572,-8.94327,52.8903
17026M,CLARECASTLE NATIONAL SCHOOL,INIS,CO CLARE,,,Clare,CATHOLIC,N,N,N,191,192,383,Mixed,134620,174409,-8.96983,52.8167
16267G,ST PATRICKS BOYS NATIONAL SCHOOL,PORTRANE ROAD,DONABATE,CO. DUBLIN,,Dublin,CATHOLIC,N,N,N,383,0,383,Boys,323744,250811,-6.13528,53.4927
19882S,SCOIL AN ATHAIR TADHG O MURCHU,DUGLAS,CORCAIGH,,,Cork,CATHOLIC,N,N,N,180,202,382,Mixed,169504,69495,-8.44287,51.8769
18864L,S N AN CUSAN,AN CUASAN,ATHLONE,CO WESTMEATH,,Westmeath,CATHOLIC,N,N,N,201,181,382,Mixed,204423,244036,-7.93342,53.4464
